RegionId;Name;Red;Green;Blue;TerrainId
313;313;1;99;75;5
314;314;1;99;225;5
315;315;1;102;40;2
316;316;1;102;85;5
317;317;1;102;190;5
318;318;1;105;5;2
319;319;1;105;50;2
320;320;1;108;15;4
321;321;1;108;70;5
322;322;1;111;35;5
323;323;1;111;185;2
324;324;1;114;0;4
325;325;1;114;150;2
326;326;1;114;205;4
327;327;1;117;65;2
328;328;1;117;170;2
329;329;1;117;215;2
330;330;1;120;30;2
331;331;1;120;135;5
332;332;1;123;95;5
333;333;1;123;145;2
334;334;1;123;200;2
335;335;1;126;60;5
336;336;1;126;165;5
337;337;1;129;25;6
338;338;1;129;80;5
339;339;1;129;130;2
340;340;1;132;45;5
341;341;1;132;90;5
342;342;1;132;195;5
343;343;1;135;10;5
344;344;1;135;55;2
345;345;1;135;160;5
346;346;1;138;20;2
347;347;1;138;75;2
348;348;1;138;225;5
349;349;1;141;40;2
350;350;1;141;190;2
351;351;1;144;155;5
352;352;1;147;70;5
353;353;1;147;175;4
354;354;1;147;220;2
355;355;1;150;35;2
356;356;1;150;140;5
357;357;1;150;185;2
358;358;1;153;0;2
359;359;1;153;150;5
360;360;1;153;205;5
361;361;1;156;65;2
362;362;1;156;170;9
363;363;1;159;30;2
364;364;1;159;135;4
365;365;1;162;50;5
366;366;1;162;95;2
367;367;1;165;15;5
368;368;1;165;60;2
369;369;1;165;165;5
370;370;1;168;25;2
371;371;1;168;80;2
372;372;1;171;195;2
373;373;1;173;10;5
374;374;1;174;10;7
375;375;1;174;215;5
376;376;1;177;75;2
377;377;1;177;180;6
378;378;1;177;225;5
379;379;1;180;40;5
380;380;1;180;145;2
381;381;1;180;190;2
382;382;1;183;5;2
383;383;1;183;155;9
384;384;1;183;210;5
385;385;1;186;70;9
386;386;1;186;175;5
387;387;1;189;35;2
388;388;1;189;90;2
389;389;1;189;140;2
390;390;1;192;0;2
391;391;1;192;55;9
392;392;1;192;205;4
393;393;1;195;20;5
394;394;1;195;65;5
395;395;1;195;170;5
396;396;1;198;85;2
397;397;1;198;135;2
398;398;1;201;50;5
399;399;1;201;200;5
400;400;1;204;15;2
401;401;1;204;165;2
402;402;1;204;220;5
403;403;1;207;80;2
404;404;1;207;130;2
405;405;1;207;185;5
406;406;1;210;45;5
407;407;1;210;150;6
408;408;1;210;195;5
409;409;2;0;20;5
410;410;2;0;65;5
411;411;2;0;240;3
412;412;2;2;248;3
413;413;2;3;30;9
414;414;2;3;85;5
415;415;2;3;135;5
416;416;2;4;236;3
417;417;2;6;50;4
418;418;2;6;200;9
419;419;2;6;244;3
420;420;2;8;232;3
421;421;2;9;15;2
422;422;2;9;165;5
423;423;2;10;240;3
424;424;2;12;80;4
425;425;2;12;130;2
426;426;2;12;185;5
427;427;2;12;248;3
428;428;2;14;236;3
429;429;2;15;150;5
430;430;2;15;244;3
431;431;2;17;232;3
432;432;2;18;10;8
433;433;2;18;160;5
434;434;2;18;215;5
435;435;2;19;248;3
436;436;2;20;236;3
437;437;2;21;75;2
438;438;2;21;180;2
439;439;2;22;244;3
440;440;2;23;232;3
441;441;2;24;40;5
442;442;2;24;145;5
443;443;2;24;240;3
444;444;2;27;5;2
445;445;2;27;210;4
446;446;2;27;236;3
447;447;2;28;244;3
448;448;2;29;232;3
449;449;2;30;25;2
450;450;2;31;240;3
451;451;2;32;248;3
452;452;2;33;35;4
453;453;2;33;90;2
454;454;2;33;140;2
455;455;2;33;236;3
456;456;2;34;244;3
457;457;2;36;0;2
458;458;2;36;55;5
459;459;2;36;232;3
460;460;2;37;240;3
461;461;2;38;248;3
462;462;2;39;20;2
463;463;2;39;170;5
464;464;2;39;225;8
465;465;2;39;236;3
466;466;2;42;85;4
467;467;2;42;135;5
468;468;2;42;190;8
469;469;2;45;50;2
470;470;2;51;80;4
471;471;2;51;130;5
472;472;2;51;185;5
473;473;2;54;45;2
474;474;2;57;10;2
475;475;2;57;65;8
476;476;2;57;215;5
477;477;2;60;30;8
478;478;2;60;75;2
479;479;2;60;180;2
480;480;2;63;40;5
481;481;2;63;95;5
482;482;2;63;145;4
483;483;2;66;5;4
484;484;2;66;60;2
485;485;2;66;210;5
486;486;2;69;25;5
487;487;2;69;175;5
488;488;2;72;90;5
489;489;2;72;140;5
490;490;2;72;195;2
491;491;2;75;55;5
492;492;2;75;160;2
493;493;2;75;205;5
494;494;2;78;20;5
495;495;2;78;170;9
496;496;2;78;225;2
497;497;2;81;135;5
498;498;2;81;190;5
499;499;2;84;50;4
500;500;2;84;155;5
501;501;2;87;15;5
502;502;2;87;220;5
503;503;2;90;35;5
504;504;2;90;185;5
505;505;2;93;0;4
506;506;2;93;150;2
507;507;2;96;10;2
508;508;2;99;180;8
509;509;2;102;95;5
510;510;2;102;145;2
511;511;2;105;60;2
512;512;2;105;165;5
513;513;2;108;25;5
514;514;2;111;90;9
515;515;2;111;195;5
516;516;2;114;55;9
517;517;2;114;160;6
518;518;2;117;20;5
519;519;2;117;75;4
520;520;2;117;225;5
521;521;2;120;40;6
522;522;2;120;85;5
523;523;2;120;190;2
524;524;2;123;50;5
525;525;2;123;155;9
526;526;2;126;15;5
527;527;2;126;70;5
528;528;2;129;35;2
529;529;2;129;185;2
530;530;2;132;0;5
531;531;2;132;150;5
532;532;2;132;205;2
533;533;2;135;65;2
534;534;2;135;215;5
535;535;2;138;180;7
536;536;2;141;95;5
537;537;2;141;145;2
538;538;2;144;60;5
539;539;2;144;165;4
540;540;2;147;25;6
541;541;2;147;80;2
542;542;2;147;130;2
543;543;2;150;45;4
544;544;2;150;90;5
545;545;2;150;195;8
546;546;2;153;55;5
547;547;2;153;160;5
548;548;2;156;20;5
549;549;2;156;75;4
550;550;2;156;225;5
551;551;2;159;40;5
552;552;2;159;190;5
553;553;2;162;5;5
554;554;2;165;70;8
555;555;2;165;175;2
556;556;2;165;220;4
557;557;2;168;140;5
558;558;2;168;185;2
559;559;2;171;0;5
560;560;2;171;150;7
561;561;2;171;205;2
562;562;2;174;65;5
563;563;2;174;170;4
564;564;2;177;30;2
565;565;2;177;85;4
566;566;2;180;95;2
567;567;2;183;60;2
568;568;2;183;165;5
569;569;2;186;80;5
570;570;2;186;130;2
571;571;2;189;45;2
572;572;2;189;195;5
573;573;2;192;160;4
574;574;2;192;215;5
575;575;2;195;225;5
576;576;2;198;40;8
577;577;2;198;145;5
578;578;2;198;190;5
579;579;2;201;5;5
580;580;2;201;155;2
581;581;2;201;210;6
582;582;2;204;70;5
583;583;2;204;175;5
584;584;2;207;35;2
585;585;2;207;90;5
586;586;2;207;140;2
587;587;2;210;0;9
588;588;2;210;55;5
589;589;2;210;205;5
590;590;3;0;75;6
591;591;3;0;180;4
592;592;3;0;225;2
593;593;3;0;244;3
594;594;3;2;232;3
595;595;3;3;40;2
596;596;3;3;145;4
597;597;3;4;240;3
598;598;3;6;5;4
599;599;3;6;210;4
600;600;3;6;248;3
601;601;3;8;236;3
602;602;3;9;70;2
603;603;3;9;175;5
604;604;3;10;244;3
605;605;3;12;35;2
606;606;3;12;90;4
607;607;3;12;140;5
608;608;3;12;232;3
609;609;3;14;240;3
610;610;3;15;0;6
611;611;3;15;205;6
612;612;3;15;248;3
613;613;3;17;236;3
614;614;3;18;20;4
615;615;3;18;65;8
616;616;3;19;232;3
617;617;3;20;240;3
618;618;3;21;30;8
619;619;3;21;85;5
620;620;3;21;135;2
621;621;3;22;248;3
622;622;3;23;236;3
623;623;3;23;240;3
624;624;3;24;50;5
625;625;3;24;200;2
626;626;3;24;244;3
627;627;3;25;232;3
628;628;3;27;15;5
629;629;3;27;165;5
630;630;3;27;220;2
631;631;3;27;240;3
632;632;3;28;248;3
633;633;3;29;236;3
634;634;3;30;130;2
635;635;3;31;244;3
636;636;3;33;45;6
637;637;3;33;150;2
638;638;3;33;195;5
639;639;3;33;240;3
640;640;3;34;248;3
641;641;3;36;10;5
642;642;3;36;160;8
643;643;3;36;236;3
644;644;3;37;244;3
645;645;3;38;232;3
646;646;3;39;180;5
647;647;3;39;240;3
648;648;3;42;40;2
649;649;3;42;95;5
650;650;3;42;145;4
651;651;3;45;5;5
652;652;3;45;60;6
653;653;3;45;210;6
654;654;3;48;25;4
655;655;3;48;70;5
656;656;3;48;175;6
657;657;3;51;90;5
658;658;3;51;140;6
659;659;3;54;0;5
660;660;3;54;55;2
661;661;3;54;205;6
662;662;3;57;20;4
663;663;3;57;170;9
664;664;3;57;225;4
665;665;3;63;50;2
666;666;3;63;155;4
667;667;3;63;200;5
668;668;3;66;15;6
669;669;3;66;165;5
670;670;3;66;220;4
671;671;3;69;80;6
672;672;3;69;185;4
673;673;3;72;45;6
674;674;3;72;150;5
675;675;3;75;65;2
676;676;3;75;215;5
677;677;3;78;30;4
678;678;3;78;75;4
679;679;3;78;180;5
680;680;3;81;40;5
681;681;3;81;95;5
682;682;3;81;145;5
683;683;3;84;60;5
684;684;3;84;210;5
685;685;3;87;25;6
686;686;3;87;175;5
687;687;3;90;90;5
688;688;3;90;140;2
689;689;3;90;195;5
690;690;3;93;55;6
691;691;3;93;160;5
692;692;3;93;205;9
693;693;3;96;20;6
694;694;3;96;170;4
695;695;3;96;225;5
696;696;3;99;85;4
697;697;3;99;90;2
698;698;3;99;135;4
699;699;3;102;50;5
700;700;3;102;155;5
701;701;3;105;15;2
702;702;3;105;70;2
703;703;3;108;35;2
704;704;3;108;80;4
705;705;3;108;185;5
706;706;3;111;0;2
707;707;3;111;45;6
708;708;3;114;10;5
709;709;3;114;65;2
710;710;3;117;30;6
711;711;3;117;180;6
712;712;3;120;95;5
713;713;3;120;145;2
714;714;3;123;60;5
715;715;3;123;165;2
716;716;3;123;210;5
717;717;3;126;25;6
718;718;3;126;130;2
719;719;3;129;90;4
720;720;3;129;195;5
721;721;3;132;55;5
722;722;3;132;160;4
723;723;3;135;20;5
724;724;3;135;75;4
725;725;3;135;225;4
726;726;3;138;40;4
727;727;3;138;85;6
728;728;3;138;190;2
729;729;3;141;5;2
730;730;3;141;50;5
731;731;3;141;155;5
732;732;3;141;209;2
733;733;3;144;70;6
734;734;3;147;35;4
735;735;3;147;185;5
736;736;3;150;0;5
737;737;3;150;150;5
738;738;3;150;205;6
739;739;3;153;65;5
740;740;3;153;170;9
741;741;3;153;215;5
742;742;3;156;30;4
743;743;3;156;135;2
744;744;3;156;180;5
745;745;3;159;95;5
746;746;3;159;145;5
747;747;3;159;200;6
748;748;3;165;25;5
749;749;3;165;130;5
750;750;3;168;90;7
751;751;3;168;195;2
752;752;3;171;10;5
753;753;3;171;160;4
754;754;3;174;20;5
755;755;3;174;75;2
756;756;3;174;225;8
757;757;3;177;190;5
758;758;3;180;5;2
759;759;3;180;155;5
760;760;3;180;210;4
761;761;3;183;70;2
762;762;3;183;175;5
763;763;3;186;35;2
764;764;3;186;140;6
765;765;3;186;185;5
766;766;3;189;0;6
767;767;3;189;150;5
768;768;3;192;65;5
769;769;3;192;170;4
770;770;3;195;85;5
771;771;3;198;50;6
772;772;3;198;95;5
773;773;3;201;15;5
774;774;3;201;165;5
775;775;3;204;25;5
776;776;3;204;80;5
777;777;3;204;130;2
778;778;3;207;45;6
779;779;3;207;195;2
780;780;3;210;10;5
781;781;3;210;160;6
782;782;3;210;215;5
783;783;4;0;30;4
784;784;4;0;85;6
785;785;4;0;135;6
786;786;4;0;248;3
787;787;4;2;236;3
788;788;4;3;50;5
789;789;4;3;95;4
790;790;4;3;200;5
791;791;4;4;244;3
792;792;4;6;15;6
793;793;4;6;60;5
794;794;4;6;165;5
795;795;4;6;232;3
796;796;4;8;240;3
797;797;4;9;25;4
798;798;4;9;80;6
799;799;4;9;130;2
800;800;4;12;45;4
801;801;4;12;195;6
802;802;4;12;236;3
803;803;4;14;244;3
804;804;4;15;10;8
805;805;4;15;160;2
806;806;4;15;215;6
807;807;4;15;232;3
808;808;4;17;240;3
809;809;4;18;180;4
810;810;4;18;225;4
811;811;4;19;236;3
812;812;4;20;244;3
813;813;4;21;40;4
814;814;4;21;145;5
815;815;4;22;232;3
816;816;4;23;240;3
817;817;4;24;5;5
818;818;4;24;155;5
819;819;4;24;210;9
820;820;4;24;248;3
821;821;4;25;236;3
822;822;4;27;70;4
823;823;4;27;175;6
824;824;4;27;244;3
825;825;4;28;232;3
826;826;4;29;240;3
827;827;4;30;35;5
828;828;4;30;90;4
829;829;4;30;140;8
830;830;4;31;248;3
831;831;4;33;0;5
832;832;4;33;55;4
833;833;4;33;205;6
834;834;4;33;244;3
835;835;4;34;232;3
836;836;4;36;20;6
837;837;4;36;65;4
838;838;4;36;240;3
839;839;4;37;248;3
840;840;4;38;236;3
841;841;4;39;85;6
842;842;4;39;244;3
843;843;4;40;248;1
844;844;4;42;50;5
845;845;4;42;200;4
846;846;4;45;15;5
847;847;4;45;165;2
848;848;4;45;220;4
849;849;4;48;80;5
850;850;4;48;130;6
851;851;4;48;185;2
852;852;4;51;150;4
853;853;4;51;195;8
854;854;4;54;10;2
855;855;4;54;160;5
856;856;4;54;215;6
857;857;4;57;75;4
858;858;4;57;180;4
859;859;4;60;40;5
860;860;4;60;95;5
861;861;4;60;145;6
862;862;4;63;5;4
863;863;4;63;60;6
864;864;4;63;210;6
865;865;4;66;25;2
866;866;4;66;70;5
867;867;4;66;175;6
868;868;4;69;35;6
869;869;4;69;90;8
870;870;4;72;0;5
871;871;4;72;55;6
872;872;4;72;205;4
873;873;4;75;20;2
874;874;4;75;170;5
875;875;4;75;225;4
876;876;4;78;85;8
877;877;4;78;135;5
878;878;4;81;50;4
879;879;4;81;155;4
880;880;4;84;165;5
881;881;4;84;220;2
882;882;4;87;130;5
883;883;4;87;185;5
884;884;4;90;45;6
885;885;4;93;10;4
886;886;4;93;65;6
887;887;4;93;215;4
888;888;4;96;30;5
889;889;4;96;75;2
890;890;4;96;180;6
891;891;4;99;40;4
892;892;4;99;95;6
893;893;4;99;145;4
894;894;4;102;5;4
895;895;4;102;60;5
896;896;4;105;25;5
897;897;4;105;175;6
898;898;4;108;90;6
899;899;4;108;140;6
900;900;4;108;195;2
901;901;4;111;55;8
902;902;4;111;160;4
903;903;4;111;205;5
904;904;4;114;20;5
905;905;4;114;170;5
906;906;4;114;225;4
907;907;4;117;85;4
908;908;4;117;135;2
909;909;4;117;190;4
910;910;4;120;50;4
911;911;4;123;15;2
912;912;4;123;70;4
913;913;4;123;220;2
914;914;4;126;35;4
915;915;4;126;80;6
916;916;4;126;185;5
917;917;4;129;0;6
918;918;4;129;45;5
919;919;4;129;150;8
920;920;4;132;10;5
921;921;4;132;65;8
922;922;4;132;215;5
923;923;4;135;30;6
924;924;4;138;95;5
925;925;4;138;145;4
926;926;4;138;200;5
927;927;4;141;60;4
928;928;4;141;165;5
929;929;4;141;210;5
930;930;4;144;25;5
931;931;4;144;130;5
932;932;4;144;175;4
933;933;4;147;90;4
934;934;4;147;195;4
935;935;4;150;55;4
936;936;4;150;160;6
937;937;4;153;20;6
938;938;4;153;75;6
939;939;4;153;225;6
940;940;4;156;40;6
941;941;4;156;190;6
942;942;4;159;5;5
943;943;4;159;50;5
944;944;4;159;155;6
945;945;4;162;70;4
946;946;4;162;220;5
947;947;4;165;35;6
948;948;4;168;0;4
949;949;4;168;150;9
950;950;4;168;205;4
951;951;4;171;65;6
952;952;4;171;170;2
953;953;4;171;215;6
954;954;4;174;30;2
955;955;4;174;135;6
956;956;4;174;180;4
957;957;4;177;95;9
958;958;4;177;145;5
959;959;4;177;200;4
960;960;4;180;60;6
961;961;4;180;165;6
962;962;4;183;80;4
963;963;4;183;130;6
964;964;4;186;45;6
965;965;4;186;90;4
966;966;4;189;10;6
967;967;4;189;55;4
968;968;4;189;160;4
969;969;4;192;20;5
970;970;4;192;75;5
971;971;4;192;225;4
972;972;4;195;40;2
973;973;4;195;190;4
974;974;4;198;5;6
975;975;4;198;155;6
976;976;4;198;210;4
977;977;4;201;70;6
978;978;4;201;175;4
979;979;4;201;220;6
980;980;4;204;35;5
981;981;4;204;140;6
982;982;4;204;185;6
983;983;4;207;0;2
984;984;4;207;150;4
985;985;4;207;205;4
986;986;4;210;65;4
987;987;4;210;170;5
988;988;5;0;40;10
989;989;5;0;190;6
990;990;5;0;232;3
991;991;5;2;240;3
992;992;5;3;5;8
993;993;5;3;155;5
994;994;5;3;210;5
995;995;5;4;244;3
996;996;5;6;70;4
997;997;5;6;175;2
998;998;5;6;220;5
999;999;5;6;236;3
1000;1000;5;8;244;3
1001;1001;5;9;35;2
1002;1002;5;9;140;5
1003;1003;5;9;185;5
1004;1004;5;12;0;5
1005;1005;5;12;150;6
1006;1006;5;12;205;6
1007;1007;5;12;240;3
1008;1008;5;14;248;3
1009;1009;5;15;65;5
1010;1010;5;15;170;4
1011;1011;5;15;236;3
1012;1012;5;17;244;3
1013;1013;5;18;30;5
1014;1014;5;18;85;10
1015;1015;5;18;135;8
1016;1016;5;19;240;3
1017;1017;5;20;248;3
1018;1018;5;21;50;2
1019;1019;5;21;95;7
1020;1020;5;21;200;4
1021;1021;5;22;236;3
1022;1022;5;23;244;3
1023;1023;5;24;15;6
1024;1024;5;24;60;4
1025;1025;5;24;165;9
1026;1026;5;25;240;3
1027;1027;5;27;25;2
1028;1028;5;27;80;6
1029;1029;5;27;130;5
1030;1030;5;27;248;3
1031;1031;5;28;236;3
1032;1032;5;29;244;3
1033;1033;5;30;45;6
1034;1034;5;30;195;4
1035;1035;5;31;232;3
1036;1036;5;33;10;2
1037;1037;5;33;160;5
1038;1038;5;33;215;2
1039;1039;5;33;248;3
1040;1040;5;34;236;3
1041;1041;5;36;75;8
1042;1042;5;36;180;10
1043;1043;5;36;225;8
1044;1044;5;37;232;3
1045;1045;5;38;240;3
1046;1046;5;39;40;4
1047;1047;5;39;145;9
1048;1048;5;39;190;5
1049;1049;5;39;248;3
1050;1050;5;40;232;1
1051;1051;5;42;5;4
1052;1052;5;42;155;5
1053;1053;5;42;210;5
1054;1054;5;45;70;4
1055;1055;5;45;175;6
1056;1056;5;48;35;6
1057;1057;5;48;140;8
1058;1058;5;51;0;6
1059;1059;5;51;55;2
1060;1060;5;51;205;8
1061;1061;5;54;20;7
1062;1062;5;54;170;6
1063;1063;5;57;30;2
1064;1064;5;57;85;8
1065;1065;5;57;135;5
1066;1066;5;60;50;6
1067;1067;5;60;200;4
1068;1068;5;63;15;8
1069;1069;5;63;165;9
1070;1070;5;63;220;5
1071;1071;5;66;80;8
1072;1072;5;66;130;6
1073;1073;5;66;185;5
1074;1074;5;69;45;6
1075;1075;5;69;150;2
1076;1076;5;72;10;5
1077;1077;5;72;160;7
1078;1078;5;72;215;5
1079;1079;5;75;75;5
1080;1080;5;75;180;6
1081;1081;5;78;40;4
1082;1082;5;78;95;5
1083;1083;5;78;145;2
1084;1084;5;81;5;5
1085;1085;5;81;60;10
1086;1086;5;81;210;8
1087;1087;5;84;25;5
1088;1088;5;84;70;5
1089;1089;5;84;175;4
1090;1090;5;87;35;6
1091;1091;5;87;90;5
1092;1092;5;87;140;9
1093;1093;5;90;0;5
1094;1094;5;90;55;6
1095;1095;5;90;205;8
1096;1096;5;93;20;4
1097;1097;5;93;170;6
1098;1098;5;93;225;10
1099;1099;5;96;85;5
1100;1100;5;96;135;5
1101;1101;5;96;190;2
1102;1102;5;99;50;6
1103;1103;5;99;155;5
1104;1104;5;99;200;4
1105;1105;5;102;15;8
1106;1106;5;102;165;5
1107;1107;5;102;220;6
1108;1108;5;105;80;6
1109;1109;5;105;130;2
1110;1110;5;105;185;4
1111;1111;5;108;45;6
1112;1112;5;108;150;6
1113;1113;5;111;10;4
1114;1114;5;111;65;4
1115;1115;5;111;215;8
1116;1116;5;114;30;5
1117;1117;5;114;75;4
1118;1118;5;114;180;4
1119;1119;5;117;40;5
1120;1120;5;117;95;5
1121;1121;5;117;145;4
1122;1122;5;120;5;6
1123;1123;5;120;60;5
1124;1124;5;120;210;4
1125;1125;5;123;25;6
1126;1126;5;123;175;8
1127;1127;5;126;90;6
1128;1128;5;126;140;4
1129;1129;5;126;195;6
1130;1130;5;129;55;6
1131;1131;5;129;160;4
1132;1132;5;129;205;5
1133;1133;5;132;20;4
1134;1134;5;132;170;2
1135;1135;5;132;225;5
1136;1136;5;135;85;4
1137;1137;5;135;135;6
1138;1138;5;135;190;4
1139;1139;5;138;50;5
